 ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , 
 ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , 
 ,█,█, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,█,█, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,█,█, , ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , , , 
 ,█,█, , ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , , , 
 ,█,█, , ,█,█, , , , , , , , , , , , , , , , , , , , , , , , , , ,█,█, , , , 
 ,█,█, , ,█,█, , , , , , , , , , , , , , , , , , , , , , , , , , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , , , , , , , , , , , , , , , , , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , , , , , , , , , , , , , , , , , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█, , , , , , , , , , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█, , , , , , , , , , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█,█,█,█,█, , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█,█,█,█,█, , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█, , , , , , ,█,█, , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█, , , , , , ,█,█, , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█,█,█,█,█,█,█,█,█, , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , ,█,█,█,█,█,█,█,█,█,█, , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , , , , , , , , , , , , , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█, , , , , , , , , , , , , , ,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , , , , , , , , , , , , , , , , , , , , , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█, , , , , , , , , , , , , , , , , , , , , , ,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , ,█,█, , , , 
 ,█,█, , ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , ,█,█, , , , 
 ,█,█, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,█,█, , , , 
 ,█,█, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,█,█, , , , 
 ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , , , 
 ,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█,█, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
